"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","DASF","FMTM","MDPR","MDSF","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WDFG","WESD","WESF","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-15",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-16",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-17",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-18",,,,,,,,,,"13.4","13.4",,,,,,,,,"0.0","2.2",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-19",,,,,,,,,,"18.4","0.0",,,,,,,,,"0.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-20",,,,,,,,,,"21.9","0.0",,,,,,,,,,"2.5",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-21",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-22",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-23",,,,,,,,"0.00",,"0.0","35.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-24",,,,,,,,"0.00",,"0.0","33.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-25",,,,,,,,,,"0.0","32.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-26",,,,,,,,"0.00",,"0.0","28.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-27",,,,,,,,"0.00",,"0.0","25.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-28",,,,,,,,,,"8.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-29",,,,,,,,,,"0.0","29.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-30",,,,,,,,,,"0.7","29.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-03-31",,,,,,,,,,"0.0","25.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0032","CONIFER 3 E, CO US","39.5239","-105.2506","2548.1","2003-04-01",,,,,,,,"0.00",,"0.0","24.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-02-28",,,,,,,,"0.05",,"0.4","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-01",,,,,,,,"0.00",,"0.0","0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-02",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-03",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-04",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-05",,,,,,,,"0.12",,"0.5","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-06",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-07",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-12",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-13",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-14",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-15",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-16",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-17",,,,,,,,"0.04",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-18",,,,,,,,"1.31",,"5.5","5.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-19",,,,,,,,"2.87",,"19.5","25.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-20",,,,,,,,"0.32",,"2.3","26.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-23",,,,,,,,"0.00",,"0.0","5.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-24",,,,,,,,"0.00",,"0.0","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-25",,,,,,,,"0.13",,"0.0","2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-26",,,,,,,,"0.00",,"0.0","1.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-27",,,,,,,,"0.03",,"0.0","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-28",,,,,,,,"0.05",,"0.3","0.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-03-30",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COAD0029","BROOMFIELD 6.8 E, CO US","39.9308","-104.9612","1605.1","2003-04-01",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-02-28",,,,,,,,"0.04",,"0.7","1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-01",,,,,,,,"0.00",,"0.0","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-02",,,,,,,,"0.02",,"0.4","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-03",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-04",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-05",,,,,,,,"0.03",,"0.5","0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-06",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-07",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-08",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-09",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-10",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-12",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-13",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-14",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-15",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-16",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-17",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-18",,,,,,,,"0.87",,"7.1","7.1",,,,,,,,,,"1.1",,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-19",,,,,,,,"0.96",,"17.0","24.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-20",,,,,,,,"0.32",,"5.5","26.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-22",,,,,,,,"0.00",,"0.0","22.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-23",,,,,,,,"0.00",,"0.0","19.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-24",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-25",,,,,,,,"0.09",,"0.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-26",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-27",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-28",,,,,,,,"0.07",,"0.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-30",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-03-31",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CODG0019","PARKER 1.3 SSE, CO US","39.5006","-104.7525","1831.8","2003-04-01",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-02-28",,,,,,,,"0.20",,"2.3","3.0",,,,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-01",,,,,,,,"0.00",,"0.0","2.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-03",,,,,,,,"0.00",,"0.0","3.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-04",,,,,,,,"0.00",,"0.0","1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-05",,,,,,,,"0.07",,"1.2","2.5",,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-06",,,,,,,,"0.00",,"0.0","1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-07",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-08",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-09",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-11",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-12",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-13",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-14",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-15",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-16",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-17",,,,,,,,"0.01",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-18",,,,,,,,"1.79",,"7.4","11.0",,,,,,,,,,"1.7",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-19",,,,,,,,"2.46",,"19.3","26.5",,,,,,,,,,"2.5",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-20",,,,,,,,"0.42",,"1.2","24.7",,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-21",,,,,,,,"0.36",,"2.8","25.0",,,,,,,,,,"0.3",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-22",,,,,,,,"0.00",,"0.0","17.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-23",,,,,,,,"0.00",,"0.0","13.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-24",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-25",,,,,,,,"0.07",,"0.0","9.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-27",,,,,,,,"0.00",,"0.0","2.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-28",,,,,,,,"0.25",,"3.0","3.0",,,,,,,,,,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-29",,,,,,,,"0.00",,"0.0","3.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-30",,,,,,,,"0.00",,"0.0","1.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-03-31",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0116","GOLDEN .5 NNE, CO US","39.7626","-105.2188","1750.2","2003-04-01",,,,,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-02-28",,,,,,,,"0.16",,"2.5","0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-01",,,,,,,,"0.14",,"1.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-02",,,,,,,,"0.43",,"8.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-03",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-04",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-05",,,,,,,,"0.04",,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-06",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-08",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-09",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-10",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-11",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-12",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-13",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-14",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-22",,"    9",,,"2.08",,,,,,"60.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-23",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-24",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-25",,,,,,,,"0.04",,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-27",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-28",,,,,,,,"0.31",,"0.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-29",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-30",,,,,,,,"0.00",,"0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1COJF0115","CONIFER 3.4 WNW, CO US","39.5439","-105.363","2688.0","2003-03-31",,,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","39.57028","-104.84889","1793.1","2003-02-28","2.91",,," 0716",,," 0702","0.08",,,"1.0","26","28","23",,"    0","  320","  320",,,,"8.1","8.9",,,,,,,,,,,,,,,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","39.57028","-104.84889","1793.1","2003-03-01","7.61",,," 1729",,," 1758","0.00",,,,"27","36","18",,"    0","   50","   60",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,,
"USW00093067","DENVER CENTENNIAL AIRPORT, CO US","39.57028","-104.84889","1793.1","2003-03-02","7.61",,," 1341",,," 1340","0.03",,,"1.0","29","45","12",,"    0","  300","  300",,,,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,,
